Zip Code,Location,City,Population,% Unemployment Rate,National Rank
11421,"40.693633, -73.858513","Woodhaven, New York","37,664",8.08%,"#6,477"
11944,"41.106515, -72.369487","Greenport, New York","3,705",8.08%,"#6,478"
10524,"41.375242, -73.926122","Garrison, New York","4,232",8.08%,"#6,480"
13361,"42.904352, -74.867560","Jordanville, New York",724,8.05%,"#6,520"
12814,"43.624528, -73.636205","Bolton Landing, New York","1,552",8.05%,"#6,526"
13755,"42.079360, -75.011893","Downsville, New York","1,126",8.03%,"#6,545"
13069,"43.329278, -76.380658","Fulton, New York","26,451",8.03%,"#6,557"
12457,"42.046634, -74.233239","Mount Tremper, New York","1,123",8.02%,"#6,564"
13676,"44.654960, -74.926222","Potsdam, New York","17,029",8.01%,"#6,569"
14437,"42.569208, -77.733176","Dansville, New York","12,296",8.01%,"#6,586"
14855,"42.145700, -77.497396","Jasper, New York",841,8.00%,"#6,612"
13324,"43.317924, -74.958912","Cold Brook, New York","1,989",7.99%,"#6,623"
11230,"40.622104, -73.965118","Brooklyn, New York","88,933",7.95%,"#6,681"
12565,"42.248157, -73.645187","Philmont, New York","1,936",7.95%,"#6,687"
11419,"40.688685, -73.822882","South Richmond Hill, New York","48,867",7.93%,"#6,722"
13637,"44.106202, -75.818322","Evans Mills, New York","3,849",7.92%,"#6,748"
10301,"40.627456, -74.094407","Staten Island, New York","38,805",7.91%,"#6,760"
13407,"42.965377, -74.944407","Mohawk, New York","5,724",7.90%,"#6,777"
12206,"42.673376, -73.781497","Albany, New York","16,291",7.89%,"#6,787"
10310,"40.632516, -74.116461","Staten Island, New York","22,852",7.87%,"#6,820"
12561,"41.750978, -74.110614","New Paltz, New York","17,435",7.87%,"#6,824"
13687,"44.467586, -74.798924","South Colton, New York",333,7.84%,"#6,876"
12962,"44.710163, -73.594763","Morrisonville, New York","5,967",7.84%,"#6,877"
13425,"42.970137, -75.490673","Oriskany Falls, New York","1,970",7.82%,"#6,906"
11377,"40.744813, -73.905122","Woodside, New York","88,339",7.80%,"#6,940"
14897,"42.043602, -77.794465","Whitesville, New York",890,7.80%,"#6,941"
13864,"42.292696, -76.401099","Willseyville, New York","1,085",7.80%,"#6,942"
13659,"43.738005, -75.863380","Lorraine, New York",544,7.79%,"#6,958"
14858,"42.036293, -77.134052","Lindley, New York","1,783",7.79%,"#6,959"
14513,"43.063469, -77.100046","Newark, New York","14,858",7.78%,"#6,980"
13654,"44.571770, -75.488083","Heuvelton, New York","2,329",7.78%,"#6,981"
14807,"42.410670, -77.721044","Arkport, New York","3,120",7.77%,"#6,998"
12059,"42.619229, -74.060894","East Berne, New York","1,843",7.76%,"#7,010"
13633,"44.497430, -75.455993","De Peyster, New York",319,7.75%,"#7,030"
13208,"43.078289, -76.145325","Syracuse, New York","21,440",7.73%,"#7,067"
12835,"43.311938, -74.012886","Hadley, New York","2,882",7.71%,"#7,099"
11214,"40.598668, -73.996212","Brooklyn, New York","83,546",7.70%,"#7,110"
14818,"42.454933, -76.818927","Burdett, New York","1,842",7.70%,"#7,112"
11422,"40.632030, -73.766051","Rosedale, New York","30,449",7.69%,"#7,141"
13314,"42.825882, -75.324121","Brookfield, New York",939,7.69%,"#7,153"
13309,"43.476533, -75.343325","Boonville, New York","5,942",7.66%,"#7,201"
13616,"44.032051, -75.870748","Calcium, New York","2,341",7.66%,"#7,202"
11218,"40.643783, -73.975954","Brooklyn, New York","74,611",7.65%,"#7,225"
11106,"40.762211, -73.931528","Astoria, New York","43,130",7.62%,"#7,269"
12760,"41.903930, -75.107835","Long Eddy, New York",729,7.61%,"#7,295"
14454,"42.797774, -77.774638","Geneseo, New York","10,207",7.61%,"#7,296"
12953,"44.764710, -74.279566","Malone, New York","16,270",7.60%,"#7,315"
13101,"42.599501, -76.066293","Mc Graw, New York","2,309",7.59%,"#7,320"
13830,"42.442442, -75.645524","Oxford, New York","5,144",7.58%,"#7,340"
14701,"42.081025, -79.253512","Jamestown, New York","42,904",7.56%,"#7,380"
13618,"44.114766, -76.290981","Cape Vincent, New York","1,796",7.55%,"#7,397"
14872,"42.228710, -76.872294","Pine Valley, New York",480,7.54%,"#7,420"
12076,"42.399716, -74.390523","Gilboa, New York","1,270",7.53%,"#7,438"
12521,"42.171332, -73.650529","Craryville, New York","1,499",7.53%,"#7,440"
14808,"42.563230, -77.467272","Atlanta, New York",595,7.53%,"#7,441"
14787,"42.311648, -79.571405","Westfield, New York","5,487",7.50%,"#7,506"
12060,"42.410399, -73.505286","East Chatham, New York","1,396",7.48%,"#7,532"
13327,"43.972929, -75.262309","Croghan, New York","2,148",7.48%,"#7,536"
12421,"42.303606, -74.526124","Denver, New York",777,7.47%,"#7,556"
13338,"43.510379, -74.982347","Forestport, New York","1,619",7.47%,"#7,558"
12446,"41.790937, -74.314960","Kerhonkson, New York","4,925",7.46%,"#7,577"
12121,"42.851135, -73.612683","Melrose, New York","1,806",7.45%,"#7,599"
11219,"40.632769, -73.996642","Brooklyn, New York","85,987",7.44%,"#7,618"
14898,"42.053364, -77.429500","Woodhull, New York","1,497",7.43%,"#7,644"
14716,"42.376294, -79.436818","Brocton, New York","3,641",7.43%,"#7,645"
12920,"44.911936, -74.067219","Chateaugay, New York","2,537",7.42%,"#7,667"
14048,"42.479105, -79.312833","Dunkirk, New York","16,097",7.42%,"#7,669"
14427,"42.615137, -78.050762","Castile, New York","2,181",7.42%,"#7,670"
12776,"41.963392, -74.958769","Roscoe, New York","2,473",7.41%,"#7,685"
13158,"42.717351, -75.973408","Truxton, New York","2,036",7.40%,"#7,710"
12545,"41.779068, -73.677258","Millbrook, New York","4,850",7.39%,"#7,723"
13421,"43.061915, -75.660092","Oneida, New York","13,192",7.38%,"#7,743"
13638,"44.019032, -75.759378","Felts Mills, New York",363,7.38%,"#7,744"
14847,"42.608582, -76.734212","Interlaken, New York","2,411",7.37%,"#7,759"
14202,"42.881855, -78.877198","Buffalo, New York","4,136",7.35%,"#7,804"
13797,"42.333665, -76.040401","Lisle, New York","2,405",7.35%,"#7,805"
12917,"44.939317, -74.174695","Burke, New York","1,312",7.32%,"#7,850"
11798,"40.751870, -73.371077","Wyandanch, New York","15,199",7.30%,"#7,884"
14809,"42.422712, -77.441531","Avoca, New York","2,610",7.30%,"#7,892"
13754,"42.088482, -75.447962","Deposit, New York","3,437",7.30%,"#7,896"
13317,"42.862103, -74.589232","Canajoharie, New York","3,809",7.29%,"#7,913"
13032,"43.081629, -75.766050","Canastota, New York","12,427",7.29%,"#7,914"
13355,"42.810450, -75.421645","Hubbardsville, New York",692,7.28%,"#7,938"
14138,"42.367234, -79.047120","South Dayton, New York","2,144",7.27%,"#7,943"
14709,"42.356494, -77.982064","Angelica, New York","1,510",7.27%,"#7,964"
13634,"44.026880, -76.083381","Dexter, New York","3,825",7.25%,"#8,007"
13605,"43.807294, -76.050285","Adams, New York","4,615",7.25%,"#8,008"
11429,"40.709681, -73.738399","Queens Village, New York","27,647",7.24%,"#8,028"
10475,"40.875266, -73.826037","Bronx, New York","38,086",7.24%,"#8,029"
13428,"42.915071, -74.546238","Palatine Bridge, New York","1,698",7.24%,"#8,037"
12550,"41.539574, -74.057223","Newburgh, New York","52,084",7.23%,"#8,052"
14757,"42.246047, -79.504370","Mayville, New York","3,875",7.23%,"#8,054"
11951,"40.767062, -72.838578","Mastic Beach, New York","12,794",7.22%,"#8,075"
12847,"44.000125, -74.563880","Long Lake, New York",723,7.22%,"#8,079"
13601,"43.976818, -75.914247","Watertown, New York","36,990",7.22%,"#8,083"
11235,"40.583552, -73.947900","Brooklyn, New York","77,451",7.20%,"#8,128"
14810,"42.348980, -77.344542","Bath, New York","12,536",7.20%,"#8,132"
13694,"44.857601, -75.146018","Waddington, New York","1,360",7.19%,"#8,154"
12110,"42.750910, -73.775205","Latham, New York","20,463",7.18%,"#8,170"
12758,"41.940283, -74.739118","Livingston Manor, New York","4,339",7.18%,"#8,174"
13739,"42.394254, -74.805810","Bloomville, New York",966,7.17%,"#8,197"
14755,"42.233756, -78.804596","Little Valley, New York","2,987",7.17%,"#8,198"
14466,"42.779916, -77.583278","Hemlock, New York","1,593",7.15%,"#8,223"
12078,"43.134351, -74.339632","Gloversville, New York","23,853",7.15%,"#8,234"
13335,"42.705575, -75.247960","Edmeston, New York","1,557",7.14%,"#8,274"
13469,"43.214828, -75.302367","Stittville, New York",807,7.12%,"#8,307"
12926,"44.950817, -74.328997","Constable, New York","2,083",7.11%,"#8,322"
14435,"42.711869, -77.666023","Conesus, New York","2,733",7.11%,"#8,323"
10958,"41.379281, -74.423711","New Hampton, New York","2,967",7.10%,"#8,336"
14432,"42.956106, -77.140338","Clifton Springs, New York","6,106",7.10%,"#8,341"
13332,"42.764187, -75.581764","Earlville, New York","2,400",7.09%,"#8,365"
12210,"42.657569, -73.757660","Albany, New York","9,492",7.08%,"#8,378"
13809,"42.410311, -75.428623","Mount Upton, New York","1,372",7.08%,"#8,379"
10927,"41.191052, -73.967562","Haverstraw, New York","10,117",7.07%,"#8,397"
13626,"43.844972, -75.739558","Copenhagen, New York","2,169",7.07%,"#8,399"
14067,"43.212160, -78.556274","Gasport, New York","5,128",7.07%,"#8,400"
14024,"42.567837, -78.234911","Bliss, New York","1,741",7.07%,"#8,401"
14606,"43.170996, -77.697914","Rochester, New York","29,187",7.07%,"#8,404"
13612,"43.985237, -75.769370","Black River, New York","2,711",7.06%,"#8,419"
14517,"42.593398, -77.892894","Nunda, New York","2,801",7.06%,"#8,420"
13030,"43.148972, -76.033624","Bridgeport, New York","4,272",7.04%,"#8,474"
13165,"42.916639, -76.883297","Waterloo, New York","10,828",7.04%,"#8,475"
14717,"42.361647, -78.179701","Caneadea, New York",779,7.03%,"#8,495"
11222,"40.728367, -73.945427","Brooklyn, New York","39,360",7.02%,"#8,509"
13660,"44.773868, -75.160958","Madrid, New York","2,014",7.02%,"#8,517"
14609,"43.177093, -77.554873","Rochester, New York","43,665",7.02%,"#8,519"
12919,"44.959984, -73.454730","Champlain, New York","2,957",7.00%,"#8,549"
10606,"41.020949, -73.775986","White Plains, New York","15,733",6.98%,"#8,583"
12546,"41.948000, -73.523357","Millerton, New York","3,103",6.98%,"#8,584"
14069,"42.600308, -78.638387","Glenwood, New York",785,6.98%,"#8,589"
12883,"43.836665, -73.552970","Ticonderoga, New York","5,160",6.97%,"#8,617"
13468,"42.848254, -74.851925","Springfield Center, New York",459,6.96%,"#8,642"
13042,"43.260450, -75.852580","Cleveland, New York","2,479",6.96%,"#8,643"
11231,"40.677916, -74.005154","Brooklyn, New York","32,974",6.95%,"#8,664"
14456,"42.846127, -77.006235","Geneva, New York","20,216",6.95%,"#8,666"
14873,"42.515864, -77.304978","Prattsburgh, New York","2,422",6.95%,"#8,667"
14218,"42.817887, -78.824667","Buffalo, New York","20,203",6.95%,"#8,669"
14476,"43.329379, -78.042800","Kendall, New York","2,623",6.95%,"#8,670"
13802,"42.242134, -76.041266","Maine, New York",743,6.94%,"#8,691"
14880,"42.172558, -77.974607","Scio, New York","1,644",6.94%,"#8,692"
12771,"41.375285, -74.631515","Port Jervis, New York","13,847",6.93%,"#8,714"
10009,"40.726622, -73.978955","New York, New York","58,595",6.92%,"#8,734"
12770,"41.449597, -74.851422","Pond Eddy, New York",272,6.92%,"#8,737"
14066,"42.615091, -78.186176","Gainesville, New York","1,514",6.92%,"#8,740"
12790,"41.563427, -74.527399","Wurtsboro, New York","5,454",6.92%,"#8,741"
14209,"42.916573, -78.865781","Buffalo, New York","8,547",6.92%,"#8,742"
14783,"42.092205, -78.888593","Steamburg, New York",412,6.91%,"#8,757"
12469,"42.448595, -74.246097","Preston Hollow, New York",783,6.90%,"#8,777"
11217,"40.682306, -73.978099","Brooklyn, New York","35,353",6.89%,"#8,802"
13034,"42.961986, -76.711189","Cayuga, New York","1,933",6.89%,"#8,812"
14545,"42.662130, -77.699536","Scottsburg, New York",203,6.87%,"#8,859"
11550,"40.702731, -73.623226","Hempstead, New York","59,022",6.86%,"#8,879"
11354,"40.768208, -73.827403","Flushing, New York","54,329",6.86%,"#8,880"
14841,"42.517515, -76.852181","Hector, New York",773,6.86%,"#8,887"
12780,"41.457111, -74.701686","Sparrow Bush, New York","2,117",6.85%,"#8,907"
11411,"40.694307, -73.735948","Cambria Heights, New York","21,282",6.84%,"#8,924"
13603,"44.035347, -75.804288","Watertown, New York","7,498",6.83%,"#8,956"
14850,"42.431831, -76.500228","Ithaca, New York","63,396",6.82%,"#8,986"
14743,"42.201818, -78.407487","Hinsdale, New York","2,034",6.82%,"#8,987"
10703,"40.957236, -73.881126","Yonkers, New York","20,410",6.81%,"#9,003"
13339,"42.936896, -74.658660","Fort Plain, New York","6,787",6.81%,"#9,011"
14826,"42.491464, -77.497778","Cohocton, New York","2,254",6.80%,"#9,036"
11939,"41.135116, -72.339675","East Marion, New York",777,6.79%,"#9,052"
14006,"42.633073, -79.021726","Angola, New York","10,884",6.79%,"#9,058"
14812,"42.286166, -76.974274","Beaver Dams, New York","3,932",6.77%,"#9,120"
13777,"42.251796, -75.994246","Glen Aubrey, New York","1,049",6.77%,"#9,124"
13630,"44.498619, -75.311532","De Kalb Junction, New York","1,402",6.75%,"#9,155"
12134,"43.235596, -74.140135","Northville, New York","2,623",6.74%,"#9,169"
14411,"43.235972, -78.216477","Albion, New York","14,676",6.74%,"#9,172"
14477,"43.335707, -78.133393","Kent, New York","1,689",6.73%,"#9,180"
13076,"43.353717, -76.149319","Hastings, New York","2,344",6.73%,"#9,191"
13489,"43.466569, -75.522386","West Leyden, New York",763,6.72%,"#9,215"
14754,"42.021908, -78.201569","Little Genesee, New York",545,6.71%,"#9,241"
13843,"42.566573, -75.389210","South New Berlin, New York","1,720",6.70%,"#9,262"
12153,"42.640875, -73.460977","Sand Lake, New York",902,6.69%,"#9,272"
13783,"41.993562, -75.290452","Hancock, New York","2,497",6.69%,"#9,282"
12032,"43.162692, -74.508020","Caroga Lake, New York",835,6.68%,"#9,294"
11104,"40.744515, -73.920457","Sunnyside, New York","29,506",6.68%,"#9,298"
10025,"40.797958, -73.964917","New York, New York","97,086",6.68%,"#9,299"
11950,"40.809045, -72.847221","Mastic, New York","14,583",6.67%,"#9,320"
13452,"43.043056, -74.630470","Saint Johnsville, New York","4,408",6.65%,"#9,370"
11415,"40.708229, -73.827867","Kew Gardens, New York","20,956",6.65%,"#9,384"
13473,"43.646998, -75.441240","Turin, New York",759,6.64%,"#9,403"
14615,"43.204250, -77.657326","Rochester, New York","16,158",6.62%,"#9,442"
11103,"40.762634, -73.913156","Astoria, New York","44,321",6.60%,"#9,484"
14804,"42.314417, -77.851435","Almond, New York","1,522",6.59%,"#9,519"
12986,"44.210474, -74.506616","Tupper Lake, New York","6,507",6.59%,"#9,523"
13329,"43.110979, -74.703510","Dolgeville, New York","3,976",6.57%,"#9,583"
13669,"44.654951, -75.485053","Ogdensburg, New York","17,892",6.57%,"#9,584"
12066,"42.795866, -74.317456","Esperance, New York","1,797",6.56%,"#9,598"
11575,"40.679763, -73.584023","Roosevelt, New York","15,975",6.56%,"#9,599"
12572,"41.924885, -73.863664","Rhinebeck, New York","9,960",6.56%,"#9,603"
13485,"42.757288, -75.333120","West Edmeston, New York",945,6.56%,"#9,604"
10566,"41.287672, -73.917786","Peekskill, New York","22,441",6.54%,"#9,651"
11105,"40.778997, -73.906847","Astoria, New York","42,117",6.53%,"#9,676"
14805,"42.351406, -76.720073","Alpine, New York","1,207",6.53%,"#9,678"
14885,"42.046290, -77.567857","Troupsburg, New York",780,6.52%,"#9,704"
13207,"43.012868, -76.163401","Syracuse, New York","14,890",6.51%,"#9,723"
12721,"41.568348, -74.427346","Bloomingburg, New York","5,513",6.50%,"#9,751"
14125,"43.084919, -78.274609","Oakfield, New York","3,839",6.50%,"#9,754"
13662,"44.933501, -74.878245","Massena, New York","16,729",6.49%,"#9,777"
13061,"42.858748, -75.745465","Erieville, New York",930,6.49%,"#9,780"
12051,"42.344518, -73.828765","Coxsackie, New York","6,905",6.48%,"#9,804"
12036,"42.541514, -74.673053","Charlotteville, New York",265,6.48%,"#9,805"
12822,"43.228513, -73.922216","Corinth, New York","5,721",6.48%,"#9,806"
12808,"43.760148, -73.715618","Adirondack, New York",285,6.47%,"#9,832"
12910,"44.860024, -73.659348","Altona, New York","2,340",6.46%,"#9,855"
13803,"42.470065, -76.072120","Marathon, New York","4,225",6.46%,"#9,857"
11201,"40.693682, -73.989693","Brooklyn, New York","47,746",6.45%,"#9,882"
13431,"43.209082, -75.073328","Poland, New York","1,840",6.44%,"#9,915"
14550,"42.676483, -78.098453","Silver Springs, New York","1,732",6.44%,"#9,916"
12406,"42.079963, -74.524062","Arkville, New York",892,6.43%,"#9,930"
11934,"40.798359, -72.794297","Center Moriches, New York","6,539",6.43%,"#9,931"
12193,"42.507525, -74.038399","Westerlo, New York","2,117",6.42%,"#9,959"
13502,"43.141264, -75.154707","Utica, New York","33,505",6.42%,"#9,964"
14782,"42.265414, -79.259701","Sinclairville, New York","2,932",6.41%,"#9,995"
14013,"43.086290, -78.397746","Basom, New York","1,822",6.41%,"#9,996"
14037,"42.808401, -78.450075","Cowlesville, New York","1,067",6.41%,"#9,998"
12175,"42.563979, -74.556746","Summit, New York",950,6.40%,"#10,023"
14760,"42.063776, -78.404837","Olean, New York","20,510",6.40%,"#10,030"
14172,"43.286046, -78.818100","Wilson, New York","3,230",6.40%,"#10,031"
14723,"42.317704, -79.157231","Cherry Creek, New York","1,262",6.40%,"#10,032"
13753,"42.295421, -74.924118","Delhi, New York","5,474",6.39%,"#10,056"
13459,"42.775005, -74.588674","Sharon Springs, New York","2,047",6.38%,"#10,086"
11417,"40.676342, -73.844595","Ozone Park, New York","28,607",6.37%,"#10,108"
12474,"42.323807, -74.583034","Roxbury, New York","1,011",6.37%,"#10,113"
14836,"42.509496, -77.923667","Dalton, New York","1,103",6.37%,"#10,115"
12455,"42.107292, -74.661592","Margaretville, New York","2,082",6.36%,"#10,138"
12068,"42.956072, -74.401834","Fonda, New York","3,999",6.36%,"#10,139"
14585,"42.889753, -77.546889","West Bloomfield, New York",273,6.35%,"#10,169"
14892,"42.046025, -76.529114","Waverly, New York","8,258",6.35%,"#10,170"
14806,"42.156645, -77.792643","Andover, New York","2,302",6.35%,"#10,171"
11428,"40.721050, -73.742212","Queens Village, New York","21,023",6.34%,"#10,195"
13685,"43.925467, -76.085519","Sackets Harbor, New York","2,206",6.34%,"#10,202"
13464,"42.687973, -75.615788","Smyrna, New York","1,341",6.33%,"#10,229"
13357,"42.970962, -75.081183","Ilion, New York","11,555",6.33%,"#10,230"
11234,"40.612540, -73.894255","Brooklyn, New York","86,898",6.32%,"#10,247"
12885,"43.524438, -73.821873","Warrensburg, New York","4,646",6.32%,"#10,251"
11204,"40.618675, -73.984893","Brooklyn, New York","74,880",6.30%,"#10,309"
12836,"43.747839, -73.545582","Hague, New York",678,6.29%,"#10,343"
13655,"44.982056, -74.650084","Hogansburg, New York","2,558",6.29%,"#10,346"
13365,"43.070063, -74.850276","Little Falls, New York","8,926",6.29%,"#10,347"
14830,"42.129568, -77.029569","Corning, New York","19,342",6.28%,"#10,384"
13615,"44.007217, -75.979240","Brownville, New York","1,027",6.28%,"#10,385"
13680,"44.595988, -75.323398","Rensselaer Falls, New York","1,303",6.28%,"#10,386"
13072,"42.761342, -75.751696","Georgetown, New York","1,043",6.28%,"#10,387"
11355,"40.750123, -73.820977","Flushing, New York","83,281",6.27%,"#10,410"
13440,"43.217344, -75.459735","Rome, New York","44,797",6.27%,"#10,417"
12922,"44.258049, -74.781866","Childwold, New York",58,6.25%,"#10,493"
14039,"42.831525, -78.177221","Dale, New York",117,6.25%,"#10,501"
12035,"42.733746, -74.371881","Central Bridge, New York","1,287",6.24%,"#10,516"
10003,"40.731856, -73.989145","New York, New York","53,673",6.22%,"#10,578"
14489,"43.088381, -76.994347","Lyons, New York","7,669",6.22%,"#10,585"
14727,"42.206974, -78.297252","Cuba, New York","5,366",6.22%,"#10,586"
13667,"44.837240, -74.960450","Norfolk, New York","3,524",6.21%,"#10,613"
12809,"43.241806, -73.471231","Argyle, New York","3,667",6.20%,"#10,639"
11356,"40.784810, -73.841165","College Point, New York","20,444",6.19%,"#10,665"
12414,"42.235013, -73.924019","Catskill, New York","11,641",6.19%,"#10,666"
13850,"42.049395, -76.017594","Vestal, New York","26,685",6.18%,"#10,700"
12431,"42.362023, -74.023533","Freehold, New York","1,463",6.17%,"#10,725"
12955,"44.798708, -73.951395","Lyon Mountain, New York",401,6.17%,"#10,729"
14055,"42.562879, -78.600126","East Concord, New York","1,469",6.17%,"#10,732"
10465,"40.826285, -73.822762","Bronx, New York","42,500",6.16%,"#10,751"
11096,"40.621346, -73.756990","Inwood, New York","7,975",6.14%,"#10,801"
11229,"40.601293, -73.944493","Brooklyn, New York","80,554",6.11%,"#10,887"
12413,"42.313984, -74.022160","Cairo, New York","2,673",6.09%,"#10,938"
12420,"41.671045, -74.383413","Cragsmoor, New York",369,6.08%,"#10,971"
13337,"42.757804, -74.999545","Fly Creek, New York",868,6.08%,"#10,976"
14590,"43.245357, -76.832127","Wolcott, New York","5,385",6.07%,"#11,004"
12871,"43.088569, -73.612965","Schuylerville, New York","4,033",6.06%,"#11,031"
12766,"41.815208, -74.978854","North Branch, New York",456,6.03%,"#11,101"
13303,"43.367414, -75.468212","Ava, New York","1,190",6.03%,"#11,106"
11024,"40.816373, -73.743736","Great Neck, New York","7,564",6.02%,"#11,134"
13901,"42.185729, -75.879685","Binghamton, New York","20,106",6.02%,"#11,140"
13367,"43.715161, -75.571028","Lowville, New York","8,435",6.02%,"#11,141"
14063,"42.408411, -79.331104","Fredonia, New York","14,690",6.01%,"#11,168"
12430,"42.200758, -74.499160","Fleischmanns, New York","1,129",6.00%,"#11,193"
10998,"41.324048, -74.541192","Westtown, New York","3,648",5.98%,"#11,245"
12503,"42.030487, -73.574202","Ancramdale, New York",830,5.98%,"#11,250"
13140,"43.060381, -76.650274","Port Byron, New York","4,915",5.97%,"#11,288"
14042,"42.462371, -78.473211","Delevan, New York","4,553",5.96%,"#11,317"
14507,"42.675374, -77.305556","Middlesex, New York","1,385",5.96%,"#11,318"
10305,"40.596691, -74.074866","Staten Island, New York","38,450",5.95%,"#11,338"
12943,"44.122759, -73.883514","Keene Valley, New York",391,5.95%,"#11,340"
12791,"41.809139, -74.913540","Youngsville, New York",448,5.95%,"#11,341"
12958,"44.953538, -73.572922","Mooers, New York","1,737",5.95%,"#11,342"
13471,"43.378027, -75.610579","Taberg, New York","3,466",5.95%,"#11,343"
12563,"41.503887, -73.572979","Patterson, New York","7,252",5.93%,"#11,394"
14551,"43.218114, -77.049402","Sodus, New York","5,596",5.93%,"#11,397"
13156,"43.325994, -76.661304","Sterling, New York","2,313",5.92%,"#11,422"
14512,"42.645241, -77.399770","Naples, New York","4,668",5.91%,"#11,443"
10977,"41.118920, -74.048158","Spring Valley, New York","49,211",5.90%,"#11,468"
14903,"42.131632, -76.871851","Elmira, New York","7,600",5.90%,"#11,479"
13838,"42.285099, -75.388127","Sidney, New York","4,956",5.90%,"#11,480"
14770,"42.025254, -78.293380","Portville, New York","3,269",5.89%,"#11,507"
13625,"44.542508, -74.910389","Colton, New York","1,882",5.89%,"#11,508"
12064,"42.617772, -74.649399","East Worcester, New York",480,5.88%,"#11,535"
11374,"40.726219, -73.861264","Rego Park, New York","44,189",5.88%,"#11,536"
12846,"43.345954, -73.789719","Lake Luzerne, New York","3,162",5.88%,"#11,542"
12516,"42.108103, -73.551361","Copake, New York","1,806",5.88%,"#11,543"
12801,"43.312294, -73.645255","Glens Falls, New York","14,374",5.88%,"#11,544"
14034,"42.495620, -78.860854","Collins, New York","6,105",5.87%,"#11,578"
12734,"41.734585, -74.750460","Ferndale, New York",837,5.84%,"#11,665"
13206,"43.074194, -76.105762","Syracuse, New York","16,562",5.84%,"#11,667"
13146,"43.100853, -76.756859","Savannah, New York","2,541",5.84%,"#11,668"
14085,"42.716594, -78.930821","Lake View, New York","5,565",5.84%,"#11,669"
13750,"42.459563, -74.831929","Davenport, New York","1,305",5.84%,"#11,670"
12839,"43.354486, -73.553953","Hudson Falls, New York","11,945",5.83%,"#11,703"
11722,"40.785083, -73.192931","Central Islip, New York","34,491",5.82%,"#11,721"
12775,"41.623302, -74.592546","Rock Hill, New York","1,666",5.82%,"#11,726"
10577,"41.041731, -73.709727","Purchase, New York","3,454",5.81%,"#11,751"
11901,"40.924693, -72.648656","Riverhead, New York","22,897",5.81%,"#11,753"
10461,"40.847409, -73.841403","Bronx, New York","49,808",5.81%,"#11,754"
12932,"44.195277, -73.609298","Elizabethtown, New York","1,406",5.81%,"#11,758"
14009,"42.593267, -78.397520","Arcade, New York","5,695",5.81%,"#11,760"
13409,"42.974873, -75.596977","Munnsville, New York","2,181",5.80%,"#11,781"
13757,"42.405103, -74.924223","East Meredith, New York","1,107",5.80%,"#11,782"
11717,"40.783955, -73.252256","Brentwood, New York","51,485",5.79%,"#11,805"
14781,"42.161603, -79.601288","Sherman, New York","2,149",5.77%,"#11,876"
10604,"41.052798, -73.736957","West Harrison, New York","10,430",5.76%,"#11,913"
13148,"42.920125, -76.779988","Seneca Falls, New York","10,913",5.76%,"#11,918"
13740,"42.273814, -74.756993","Bovina Center, New York",568,5.76%,"#11,919"
10012,"40.725639, -73.998090","New York, New York","26,000",5.75%,"#11,950"
12529,"42.198740, -73.542728","Hillsdale, New York","2,457",5.75%,"#11,957"
12853,"43.657984, -74.064603","North Creek, New York","2,082",5.75%,"#11,958"
11967,"40.805671, -72.879071","Shirley, New York","24,943",5.74%,"#11,990"
10510,"41.138997, -73.834891","Briarcliff Manor, New York","9,963",5.74%,"#11,991"
11209,"40.622352, -74.030431","Brooklyn, New York","69,840",5.74%,"#11,992"
11553,"40.702638, -73.591283","Uniondale, New York","23,452",5.74%,"#11,994"
14011,"42.830674, -78.299709","Attica, New York","8,170",5.74%,"#12,000"
12304,"42.771569, -73.895695","Schenectady, New York","20,969",5.72%,"#12,055"
14220,"42.844910, -78.822083","Buffalo, New York","26,550",5.72%,"#12,063"
12981,"44.627097, -73.845850","Saranac, New York","2,673",5.70%,"#12,133"
13141,"42.752495, -76.185697","Preble, New York",789,5.70%,"#12,135"
12448,"42.089536, -74.200347","Lake Hill, New York",218,5.69%,"#12,163"
13325,"43.597050, -75.528148","Constableville, New York",949,5.68%,"#12,200"
12442,"42.237891, -74.270911","Hunter, New York",608,5.67%,"#12,228"
11367,"40.730621, -73.822860","Flushing, New York","38,216",5.67%,"#12,229"
11718,"40.723177, -73.268488","Brightwaters, New York","3,061",5.66%,"#12,251"
14546,"43.032675, -77.780006","Scottsville, New York","5,479",5.66%,"#12,263"
13340,"43.061642, -75.128570","Frankfort, New York","7,937",5.65%,"#12,290"
14533,"42.853887, -77.902665","Piffard, New York","2,320",5.65%,"#12,293"
12740,"41.879181, -74.495101","Grahamsville, New York","2,088",5.64%,"#12,330"
14878,"42.447954, -76.941942","Rock Stream, New York",747,5.64%,"#12,331"
12913,"44.437184, -74.009083","Bloomingdale, New York","1,194",5.63%,"#12,350"
14815,"42.374323, -77.086684","Bradford, New York",973,5.63%,"#12,352"
11379,"40.715488, -73.879490","Middle Village, New York","28,984",5.60%,"#12,443"
14719,"42.341958, -78.875953","Cattaraugus, New York","3,561",5.59%,"#12,482"
12087,"42.432250, -73.892894","Hannacroix, New York",504,5.57%,"#12,545"
12921,"44.888344, -73.432591","Chazy, New York","2,392",5.57%,"#12,549"
13905,"42.173847, -75.936413","Binghamton, New York","27,506",5.57%,"#12,550"
11378,"40.724744, -73.909639","Maspeth, New York","34,053",5.56%,"#12,576"
12116,"42.538795, -74.911164","Maryland, New York","1,807",5.56%,"#12,577"
