addr_zip,addr_zip_average_income
11501,86457.84753363229
11507,136959.06735751295
11509,230503.84615384616
11510,76532.31017770598
11514,84675.78125
11516,154477.43902439025
11518,120193.5427574171
11520,53929.741909053664
11530,263950.71672354947
11542,86289.06705539359
11545,337628.7853577371
11548,203258.57142857142
11550,43352.0697913103
11552,84074.57757296467
11553,44678.266756939745
11554,84534.34343434343
11557,206061.39088729018
11558,78601.16009280742
11559,286260.56701030926
11560,314899.1124260355
11561,105058.14549180328
11563,88921.36089577951
11565,109871.75732217573
11566,126947.96968056308
11568,742351.4285714285
11570,155613.07371349097
11572,98168.33333333333
11575,41353.705692803436
11576,303292.95774647885
11577,200009.9662162162
11579,157740.15151515152
11580,68745.69772625947
11581,91547.87714543812
11590,71220.43879907622
11596,128707.49542961609
11598,220114.90467937608
11691,44118.52173913043
11692,42293.58830146232
11693,53163.03972366149
11694,90594.39461883408
11697,107494.19642857143
11701,60480.78197481776
11702,120502.42966751919
11703,68687.69883351008
11704,64911.99052132702
11705,113623.74100719424
11706,62366.374622356496
11709,107496.05633802817
11710,107008.68362831858
11713,73087.06739526412
11714,81551.36876006442
11715,102114.28571428571
11716,80586.55913978495
11717,38742.16199568833
11718,180188.43930635837
11719,95618.8679245283
11720,74254.21443020903
11721,161889.85074626867
11722,44281.69665809769
11724,375060.6936416185
11725,116899.32930918847
11726,48829.38596491228
11727,65467.62928139691
11729,65996.52002626396
11730,100044.140625
11731,100591.27906976744
11732,179590.05235602095
11733,290982.6923076923
11735,84780.84033613445
11738,71699.05660377358
11740,112378.13163481954
11741,79618.6775732788
11742,80591.091954023
11743,177799.95549621718
11746,106996.28111273792
11747,192106.50623885918
11749,63419.786096256685
11751,90719.49685534592
11752,72928.57142857143
11753,236241.06870229007
11754,95413.86036960986
11755,89547.48427672956
11756,75557.73732119636
11757,65262.96296296296
11758,106921.6078697422
11762,106628.10402684564
11763,66102.9054054054
11764,109206.45161290323
11765,783366.6666666666
11766,119358.1847649919
11767,103527.2602739726
11768,164217.69991015273
11769,92988.4765625
11771,434227.2552783109
11772,66745.03916449087
11776,71329.46859903382
11777,187043.86694386695
11778,75568.2615629984
11779,73001.33264992312
11780,234500.6234413965
11782,103140.78624078624
11783,97658.36236933798
11784,62823.12599681021
11786,108362.8125
11787,119023.85528547202
11788,108871.57417893545
11789,72185.63829787234
11790,125990.0
11791,217818.2042833608
11792,103044.06392694064
11793,102909.93533215755
11795,102118.27794561934
11796,86493.84615384616
11797,293341.4847161572
11798,45129.17139614075
11801,69356.77246312024
11803,147555.05540166204
11804,136916.73306772907
11901,55055.81749049429
11933,75641.38888888889
11934,91784.7290640394
11935,114607.93650793651
11937,125738.2122905028
11939,102016.66666666667
11940,98015.0
11941,98465.97222222222
11942,102228.90625
11944,79406.8085106383
11946,75089.25294888597
11948,97211.76470588235
11949,87081.30081300813
11950,50293.51145038168
11951,51192.51170046802
11952,100896.95817490494
11953,63661.63982430454
11954,91252.96296296296
11955,69127.52808988764
11957,145142.22222222222
11958,90487.75510204081
11961,66766.57263751763
11963,146008.54271356785
11967,58864.96519721578
11968,155894.8051948052
11971,111099.01315789473
11976,294488.0733944954
11977,128263.9705882353
11978,113458.58585858585
11980,75575.39682539682
12008,82065.21739130435
12009,88137.53280839894
12010,51134.27931292009
12015,77765.06024096385
12017,77766.66666666667
12018,82370.17543859649
12019,92203.60248447205
12020,72719.6355085244
12022,53571.42857142857
12023,65975.0
12025,61248.70848708487
12027,87568.42105263157
12028,55135.0
12029,111303.84615384616
12031,44850.0
12032,56795.91836734694
12033,75704.11622276029
12035,47887.80487804878
12037,68139.45945945945
12041,63726.92307692308
12042,54147.82608695652
12043,55334.567901234564
12046,62737.142857142855
12047,61130.17319963537
12051,61336.61202185792
12052,63785.0
12053,72960.0
12054,102656.52654867257
12056,78098.26086956522
12057,51742.666666666664
12058,58980.882352941175
12059,68564.55696202532
12060,84007.57575757576
12061,86095.23809523809
12062,61209.3023255814
12063,85775.0
12064,38522.72727272727
12065,86359.51240748803
12066,62847.36842105263
12067,81319.48051948052
12068,52303.73134328358
12070,68301.4705882353
12071,41900.0
12072,54220.47244094488
12074,67788.88888888889
12075,79346.35761589404
12076,54910.34482758621
12077,102282.3880597015
12078,45781.13590263692
12083,61895.744680851065
12084,78515.28384279476
12085,46210.52631578947
12086,58262.10526315789
12087,61298.333333333336
12090,54411.851851851854
12092,50319.642857142855
12093,49638.57142857143
12094,59633.03571428572
12095,50160.0
12106,89066.91729323308
12108,53339.13043478261
12110,79492.63565891473
12116,48259.52380952381
12117,54475.163398692814
12118,72441.10429447853
12120,64232.142857142855
12121,69767.67676767676
12122,51209.326424870465
12123,66998.47908745248
12125,59635.52631578947
12130,53468.62745098039
12134,60003.867403314915
12136,111063.63636363637
12137,63767.41573033708
12138,59251.42857142857
12139,61361.53846153846
12140,74156.17977528089
12143,56178.846153846156
12144,61570.32967032967
12147,65346.42857142857
12148,113040.4858299595
12149,50089.21568627451
12150,58928.88888888889
12151,74810.41666666667
12153,75097.87234042553
12154,66662.16216216216
12155,47077.215189873416
12156,68788.63636363637
12157,61078.72340425532
12158,74980.30769230769
12159,139930.95768374164
12160,56237.20930232558
12164,59428.57142857143
12165,129340.0
12166,48210.769230769234
12167,48722.52252252252
12168,58841.573033707864
12169,66900.0
12170,68059.07335907336
12173,57479.74683544304
12175,50500.0
12176,65769.23076923077
12180,54049.45561139029
12182,49422.68326417704
12183,41692.142857142855
12184,78025.29761904762
12185,64745.91836734694
12186,100639.24418604652
12187,52628.94736842105
12188,66218.82352941176
12189,56432.26495726496
12190,55454.28571428572
12192,54156.41025641026
12193,65382.857142857145
12194,56940.0
12196,79516.56050955414
12197,51877.0
12198,74917.27493917276
12202,29972.935779816515
12203,78680.45387994143
12204,73866.49616368287
12205,58510.873915943965
12206,33969.17510853835
12207,44385.393258426964
12208,62325.78431372549
12209,47644.444444444445
12210,42945.64315352697
12211,138102.2988505747
12302,69888.80389429764
12303,65610.21897810219
12304,45193.97129186603
12305,43081.69014084507
12306,58771.79305457122
12307,24078.96551724138
12308,43330.04694835681
12309,102808.71530019367
12401,55230.44524669073
12404,76833.92857142857
12405,48163.63636363636
12406,44238.709677419356
12407,47533.333333333336
12409,109318.36734693877
12410,60825.0
12411,59438.46153846154
12412,61478.78787878788
12413,46290.47619047619
12414,53725.42372881356
12416,47570.0
12418,51329.62962962963
12419,72355.88235294117
12421,65400.0
12422,51335.71428571428
12423,52400.0
12424,59130.0
12427,56104.545454545456
12428,46641.2213740458
12430,55715.217391304344
12431,58197.18309859155
12433,81580.0
12434,40227.27272727273
12435,58481.25
12439,54277.77777777778
12440,75086.8686868687
12442,59565.217391304344
12443,79768.31683168317
12444,66185.71428571429
12446,57232.88888888889
12449,53534.969325153375
12451,53460.67415730337
12454,48466.666666666664
12455,55284.0
12456,46895.0
12457,70077.41935483871
12458,50022.64150943396
12460,52961.53846153846
12461,71397.4025974026
12463,58792.0
12464,58820.454545454544
12466,60780.769230769234
12468,50229.166666666664
12469,59228.125
12470,45582.608695652176
12472,54926.13636363636
12473,56536.17021276596
12474,62540.74074074074
12477,59518.77094972067
12480,49223.07692307692
12481,74297.01492537314
12482,42593.93939393939
12484,84000.0
12485,50018.36734693877
12486,66375.32467532468
12487,63091.09589041096
12491,63532.67326732673
12492,72200.0
12494,84370.58823529411
12495,93576.92307692308
12496,72065.67164179105
12498,101079.41176470589
12501,71747.05882352941
12502,78354.16666666667
12503,73427.58620689655
12508,66004.98301245754
12513,102705.35714285714
12514,105328.14814814815
12515,56791.666666666664
12516,64568.42105263158
12517,57165.0
12518,88698.3552631579
12520,115912.71676300578
12521,81070.27027027027
12522,60053.47826086957
12523,60126.19047619047
12524,80276.30272952854
12525,84065.55555555556
12526,78592.77777777778
12528,69298.56115107914
12529,93690.5982905983
12531,93274.8427672956
12533,100228.99224806202
12534,55286.469072164946
12538,65084.89736070381
12540,111993.15789473684
12542,72057.8073089701
12543,53769.811320754714
12545,132367.59259259258
12546,73706.3829787234
12547,69067.09677419355
12548,67931.57894736843
12549,81665.56420233463
12550,57812.80276816609
12553,66497.66741911211
12561,78481.98074277854
12563,78435.81267217631
12564,98321.36752136752
12565,45433.78378378379
12566,67108.7890625
12567,80602.29007633588
12569,83064.20233463035
12570,94735.41076487252
12571,83656.1555075594
12572,137814.0311804009
12575,88856.77966101695
12577,85293.26923076923
12578,92234.45378151261
12580,86240.4255319149
12581,85022.54901960785
12582,92214.41048034934
12583,71353.84615384616
12585,92555.81395348837
12586,63824.8
12589,66392.98998569384
12590,73551.08638049815
12592,65003.7037037037
12594,65807.07070707071
12601,51690.89430894309
12603,76775.53889409559
12701,42785.256410256414
12719,59702.27272727273
12720,80581.81818181818
12721,64620.67796610169
12723,60612.16216216216
12725,55764.28571428572
12726,67860.41666666667
12729,51151.282051282054
12732,68776.31578947368
12733,37884.0
12734,49319.642857142855
12737,59577.380952380954
12738,51191.666666666664
12740,66778.65168539326
12741,44133.333333333336
12742,42127.77777777778
12743,58592.307692307695
12745,55560.0
12746,48285.9649122807
12747,56407.89473684211
12748,64627.95698924731
12751,37455.813953488374
12752,59360.0
12754,47437.184115523465
12758,53506.666666666664
12759,37830.882352941175
12760,47223.80952380953
12762,53888.46153846154
12763,52036.11111111111
12764,57040.78947368421
12765,63309.52380952381
12766,39900.0
12768,58047.72727272727
12771,53720.41800643087
12775,81845.45454545454
12776,58163.09523809524
12777,71550.0
12779,49693.93939393939
12780,59043.24324324324
12783,50523.333333333336
12786,66603.33333333333
12787,49850.0
12788,50776.28865979381
12789,52562.33766233766
12790,58196.444444444445
12791,60042.42424242424
12792,61195.23809523809
12801,48631.80026281209
12803,50558.59728506787
12804,70816.40625
12808,72311.11111111111
12809,53250.30674846626
12810,47058.620689655174
12814,72950.0
12815,57221.153846153844
12816,55818.269230769234
12817,57495.72649572649
12819,43623.07692307692
12821,49228.57142857143
12822,48847.7508650519
12823,53150.0
12824,82513.63636363637
12827,54180.95238095238
12828,50030.252100840335
12831,77114.5142857143
12832,46872.08480565371
12833,82136.68122270743
12834,60572.256097560974
12835,54224.42748091603
12836,60255.1724137931
12837,47381.08108108108
12838,46948.57142857143
12839,43905.1724137931
12842,52119.67213114754
12843,51040.74074074074
12844,107014.28571428571
12845,74477.44360902255
12846,51070.98765432099
12847,55854.28571428572
12849,49453.333333333336
12850,74741.54929577465
12851,47853.333333333336
12852,56304.76190476191
12853,46389.393939393936
12855,50383.333333333336
12857,52480.769230769234
12859,59577.22772277228
12860,40371.05263157895
12861,60082.75862068965
12863,71686.11111111111
12865,53589.375
12866,219852.0260130065
12870,52785.057471264365
12871,59941.41414141414
12873,56597.4358974359
12878,45134.375
12883,50337.444933920706
12885,47386.32075471698
12886,44746.153846153844
12887,46135.813953488374
12901,54529.93006993007
12903,67436.7816091954
12910,48784.0
12912,47386.73469387755
12913,53309.25925925926
12914,44439.393939393936
12916,45359.13978494624
12917,48581.35593220339
12918,57118.80341880342
12919,51155.06329113924
12920,51999.04761904762
12921,58386.04651162791
12923,43628.0
12926,41617.045454545456
12928,49089.77272727273
12930,42616.666666666664
12932,58270.967741935485
12934,46146.51162790698
12935,49879.10447761194
12936,61480.645161290326
12937,43909.09090909091
12941,56719.04761904762
12942,82415.625
12943,63147.619047619046
12944,48067.03296703297
12945,55666.666666666664
12946,80301.83823529411
12950,43094.73684210526
12952,45503.846153846156
12953,52219.49685534591
12955,47906.666666666664
12956,43073.07692307692
12957,41651.470588235294
12958,51653.65853658537
12959,47466.12903225807
12960,48519.60784313725
12961,56910.0
12962,62354.51127819549
12965,44228.57142857143
12966,44731.45161290323
12967,48573.333333333336
12969,49066.666666666664
12970,45847.05882352941
12972,63160.256410256414
12974,44778.46153846154
12978,50322.22222222222
12979,54740.336134453784
12980,42876.36363636364
12981,55073.21428571428
12983,60349.303621169915
12985,45895.91836734694
12986,53782.954545454544
12987,43575.0
12989,59295.555555555555
12992,50931.645569620254
12993,60701.31578947369
12996,54587.096774193546
12997,51941.666666666664
12998,38426.086956521736
13021,56314.208535926526
13026,64769.354838709674
13027,74688.31694621168
13028,50131.03448275862
13029,79755.11363636363
13030,67851.25628140704
13031,71682.30500582072
13032,53503.69127516779
13033,53814.45086705202
13034,61690.58823529412
13035,119455.1282051282
13036,54703.57142857143
13037,63781.65548098434
13039,73058.77777777778
13040,46860.16949152543
13041,69450.34722222222
13042,52449.51456310679
13044,56737.19008264463
13045,54084.62214411248
13052,53211.76470588235
13053,58649.32126696833
13054,51750.72463768116
13057,57385.86118251928
13060,57282.48175182482
13061,72978.0
13063,70742.04545454546
13066,138598.4984984985
13068,58208.10810810811
13069,48636.17619493908
13071,53873.913043478264
13072,40572.97297297297
13073,55242.43421052631
13074,49359.45945945946
13076,56628.7037037037
13077,60339.2749244713
13078,123488.7445887446
13080,57774.251497005986
13081,69166.66666666667
13082,54669.29824561404
13083,51303.75
13084,72841.17647058824
13088,55559.47986577181
13090,63903.45047923323
13092,51623.21428571428
13101,46292.68292682927
13103,38307.692307692305
13104,132164.0362225097
13108,76713.6507936508
13110,70381.73913043478
13111,45034.28571428572
13112,61465.625
13114,57940.93959731544
13116,59839.77272727273
13118,53041.70212765958
13120,49409.1743119266
13122,60705.660377358494
13126,58004.698457223
13131,53141.9540229885
13132,55684.536082474224
13135,58453.420195439736
13136,44531.57894736842
13140,47281.818181818184
13141,47360.606060606064
13142,54184.15492957747
13143,47657.75862068965
13144,44300.0
13145,50090.47619047619
13146,46391.011235955055
13147,54185.71428571428
13148,53544.97991967871
13152,158080.33980582524
13155,46882.142857142855
13156,58946.91358024691
13158,45367.692307692305
13159,75860.07751937985
13160,57391.57894736842
13164,70649.21875
13165,45942.17821782178
13166,52414.34108527132
13167,53888.343558282206
13202,46879.292929292926
13203,40125.38940809969
13204,32625.06297229219
13205,33182.419127988745
13206,40048.44497607656
13207,44411.03678929766
13208,31795.3091684435
13209,49901.459854014596
13210,44000.48543689321
13211,37822.49240121581
13212,51556.90140845071
13214,71657.06666666667
13215,87375.89531680441
13219,60281.13663845223
13224,73257.75656324583
13302,40190.90909090909
13303,61164.912280701756
13304,75626.66666666667
13308,49877.41935483871
13309,50333.71212121212
13310,47616.666666666664
13314,42610.0
13315,47319.67213114754
13316,49072.43816254417
13317,49030.53892215569
13318,53181.96721311475
13319,43682.22222222222
13320,50953.1914893617
13322,56048.07692307692
13323,80294.44444444444
13324,49108.79120879121
13325,47407.142857142855
13326,89020.1581027668
13327,49294.897959183676
13328,60798.148148148146
13329,44496.894409937886
13331,79969.23076923077
13332,46692.98245614035
13334,49321.818181818184
13335,52034.24657534246
13337,77775.0
13338,46045.901639344265
13339,43398.091603053435
13340,52083.15789473684
13343,52329.48717948718
13346,81670.83333333333
13348,50718.75
13350,47048.849104859335
13354,60038.60759493671
13355,49452.5
13357,45775.64102564102
13360,54378.260869565216
13361,45735.71428571428
13363,54420.0
13365,51477.12765957447
13367,53100.554016620496
13368,45628.846153846156
13402,48276.92307692308
13403,63065.891472868214
13406,48368.0
13407,46336.51452282158
13408,50208.10810810811
13409,47914.28571428572
13411,44816.2962962963
13413,97121.834625323
13416,55596.0
13417,48256.395348837206
13420,65464.705882352944
13421,52692.407108239095
13424,56850.892857142855
13425,48013.48314606742
13428,49148.3870967742
13431,60624.444444444445
13433,38780.555555555555
13437,45515.78947368421
13438,57386.82634730539
13439,50715.47619047619
13440,54379.14144193726
13450,47175.0
13452,44802.1164021164
13454,49024.242424242424
13456,63239.901477832515
13459,49311.57894736842
13460,47721.698113207545
13461,61296.2962962963
13464,38776.92307692308
13468,57933.333333333336
13469,58247.5
13470,41580.645161290326
13471,43682.48175182482
13473,51042.42424242424
13476,54175.460122699384
13477,49659.016393442624
13478,52470.469798657716
13480,51560.126582278484
13483,40630.769230769234
13485,44914.0
13486,54692.857142857145
13488,43076.92307692308
13489,50423.333333333336
13490,53736.98630136986
13491,52523.95209580838
13492,67906.87919463088
13493,45106.02409638554
13494,39662.5
13495,46020.75471698113
13501,39365.74193548387
13502,44388.44011142061
13601,51166.06811145511
13603,45898.60335195531
13605,54097.448979591834
13606,53995.967741935485
13607,63212.0
13608,46677.41935483871
13612,52768.333333333336
13613,45576.92307692308
13614,35341.666666666664
13616,39258.02469135803
13617,60773.57512953368
13618,55222.82608695652
13619,50198.55072463768
13620,49702.247191011236
13621,46296.2962962963
13622,56692.52336448598
13624,58921.46118721461
13625,58584.09090909091
13626,52326.88172043011
13630,44192.307692307695
13634,57340.217391304344
13635,46197.67441860465
13636,45950.0
13637,44107.35294117647
13638,41666.666666666664
13640,89041.66666666667
13642,49230.40935672515
13646,48310.22727272727
13648,51311.458333333336
13650,56096.61016949153
13652,43896.103896103894
13654,47023.80952380953
13655,36225.625
13656,44628.205128205125
13658,51980.769230769234
13659,51656.52173913043
13660,49108.23529411765
13661,51968.181818181816
13662,49633.19088319088
13664,62548.0
13665,45936.11111111111
13667,44337.410071942446
13668,51360.68965517241
13669,53049.44178628389
13670,41153.846153846156
13672,47740.625
13673,45396.8085106383
13676,60818.55670103093
13679,48742.857142857145
13680,46911.36363636364
13681,46388.23529411765
13682,54586.04651162791
13684,46228.57142857143
13685,69150.43478260869
13687,58421.739130434784
13690,50650.0
13691,50419.53125
13693,62623.07692307692
13694,63211.2676056338
13696,48510.0
13697,46832.608695652176
13730,47922.04724409449
13731,64147.916666666664
13732,69389.36170212766
13733,48695.196506550215
13734,46450.0
13736,49160.18518518518
13739,45704.651162790695
13740,67617.39130434782
13743,51504.76190476191
13744,51601.92307692308
13746,53695.967741935485
13748,53218.03278688525
13750,44570.833333333336
13751,40490.90909090909
13752,49506.25
13753,55614.36170212766
13754,45670.67669172932
13755,45632.75862068965
13756,40945.454545454544
13757,55418.75
13760,58767.388235294115
13775,51216.88311688312
13776,53720.58823529412
13777,49397.2972972973
13778,54840.449438202246
13780,50308.333333333336
13782,48590.32258064516
13783,46581.0
13786,52618.75
13787,44032.214765100674
13788,51650.0
13790,46777.73851590106
13795,48794.41340782123
13796,50623.333333333336
13797,46662.63736263736
13801,41850.0
13802,52482.05128205128
13803,46766.145833333336
13804,50880.0
13807,53716.12903225807
13808,51396.0
13809,47702.94117647059
13810,47498.148148148146
13811,51950.761421319796
13812,48353.46534653466
13813,44324.39024390244
13815,53189.98330550918
13820,55537.215189873416
13825,48943.31210191083
13827,58682.23062381853
13830,49022.488038277515
13832,40752.0
13833,52468.717948717946
13835,46359.016393442624
13838,45630.769230769234
13839,45856.45161290323
13841,42540.90909090909
13842,55172.22222222222
13843,49354.666666666664
13844,40525.0
13846,47162.5
13849,48740.39408866995
13850,82340.14084507042
13856,47597.71863117871
13861,58146.666666666664
13862,49882.7027027027
13863,39173.68421052631
13864,44946.153846153844
13865,51608.88888888889
13901,53818.78646441073
13903,58852.48226950355
13904,45785.301204819276
13905,51618.65671641791
14001,62830.46218487395
14004,60456.74676524954
14005,50526.041666666664
14006,53557.26315789474
14008,51597.18309859155
14009,52674.61538461538
14011,55496.180555555555
14012,50702.67857142857
14013,47684.28571428572
14020,49321.33072407045
14024,52842.25352112676
14025,67781.52866242039
14026,67443.47826086957
14028,65516.438356164384
14030,52441.42857142857
14031,126630.05893909627
14032,124250.5617977528
14033,77598.3193277311
14034,51998.83720930233
14036,58493.64406779661
14037,60788.333333333336
14040,59499.07407407407
14042,44006.43274853801
14043,52002.29709035222
14047,61905.345911949684
14048,41163.665086887835
14051,116720.15281757402
14052,87414.5054945055
14054,54654.6875
14055,57959.15492957747
14057,68284.80392156863
14058,56691.0
14059,88566.86507936507
14060,44925.0
14062,49205.8064516129
14063,59981.2
14065,43595.0
14066,50565.95744680851
14067,54577.327935222675
14068,91872.54901960785
14069,61155.555555555555
14070,48779.03930131004
14072,82246.32152588556
14075,68572.54044599913
14080,66282.15962441315
14081,49364.34108527132
14082,55744.0
14085,78153.92405063291
14086,72159.94490358127
14091,48278.94736842105
14092,81865.1724137931
14094,55092.04
14098,48576.97841726619
14101,45775.903614457835
14102,68655.38461538461
14103,46525.15337423313
14105,51983.02752293578
14108,55365.01766784452
14111,54881.52866242038
14113,54331.57894736842
14120,59069.78984238179
14125,51174.55621301775
14127,108570.3564727955
14129,49001.5873015873
14131,59894.69696969697
14132,57817.00680272109
14134,48806.666666666664
14136,50449.35064935065
14138,47187.654320987655
14139,78872.5
14141,61118.732782369145
14143,56135.9375
14145,55306.329113924054
14150,51565.78467153285
14167,53460.256410256414
14170,71016.12903225806
14171,51635.416666666664
14172,60633.125
14174,80706.82593856656
14201,40032.77661795407
14202,212262.14689265538
14203,59473.03370786517
14204,33868.604651162794
14206,35916.414686825054
14207,28387.461773700306
14208,28874.935400516795
14209,73083.908045977
14210,34449.60380348653
14211,26091.373439273553
14212,28510.854503464205
14213,32293.650793650795
14214,55753.48837209302
14215,31836.75417661098
14216,66600.08944543828
14217,55005.95238095238
14218,39532.214765100674
14219,49979.119086460036
14220,46430.50127442651
14221,98192.63271939328
14222,90125.71428571429
14223,57428.98785425101
