addr_zip,addr_zip_average_income
14224,59950.754458161864
14225,45777.703826955076
14226,82438.59174001354
14227,50088.71369294606
14228,66416.00831600832
14301,29912.929292929293
14303,30579.253112033195
14304,49001.1952191235
14305,42421.727019498605
14411,46136.58536585366
14414,59131.976744186046
14416,57220.10582010582
14418,51825.0
14420,57730.04987531172
14422,56332.40740740741
14423,56491.81034482759
14424,72673.38129496403
14425,61747.04918032787
14427,48135.10638297872
14428,63025.72062084257
14432,54463.42412451362
14433,46640.20100502513
14435,67548.27586206897
14437,50008.46681922197
14441,46558.82352941176
14445,46844.913151364766
14450,93093.51894112278
14454,73595.75163398693
14456,60366.10738255033
14462,53193.10344827586
14464,52027.433628318584
14466,57226.19047619047
14467,58926.85950413223
14468,70982.22923238696
14469,63508.96551724138
14470,49313.066666666666
14471,59232.59259259259
14472,116255.32879818595
14475,77171.42857142857
14476,58951.92307692308
14477,51734.21052631579
14478,70295.23809523809
14480,50110.86956521739
14481,53305.61797752809
14482,55342.02898550725
14485,59832.835820895525
14486,56325.0
14487,63738.20598006644
14489,45243.21766561514
14502,65778.96749521988
14504,43380.89887640449
14505,53923.07692307692
14506,135509.52380952382
14507,51856.92307692308
14510,44476.126126126124
14512,60941.150442477876
14513,46575.03852080123
14514,64284.74025974026
14516,56568.57142857143
14517,50249.61832061069
14519,67393.90444810543
14521,50470.16129032258
14522,52273.423423423425
14525,52833.333333333336
14526,90450.27932960894
14527,54718.57638888889
14530,52434.14634146341
14532,53186.04651162791
14533,52668.42105263158
14534,163403.97067806963
14536,43073.333333333336
14541,55169.52380952381
14543,86015.88235294117
14544,62967.77777777778
14546,67572.2891566265
14548,50956.770833333336
14550,51329.72972972973
14551,46666.269841269845
14555,69169.56521739131
14559,69968.8864628821
14560,57055.208333333336
14561,52825.19083969466
14564,121051.54511742892
14568,64581.493506493505
14569,52022.648083623695
14571,51941.269841269845
14572,47705.80357142857
14580,81730.88761632069
14585,44007.692307692305
14586,65176.481149012565
14589,58933.06878306878
14590,48332.31441048035
14591,55762.5
14604,72333.63636363637
14605,23771.8826405868
14606,39335.563909774435
14607,55163.24786324786
14608,29562.004175365346
14609,41169.46107784431
14610,119659.2641261498
14611,25892.727272727272
14612,60419.74766867801
14613,28625.985663082436
14614,101778.26086956522
14615,38882.233502538074
14616,44523.710649698594
14617,64505.772357723574
14618,129066.69829222011
14619,35412.48097412481
14620,51854.43396226415
14621,26736.863379143088
14622,54493.15476190476
14623,47168.28240252898
14624,60907.38492665655
14625,83930.08849557523
14626,60258.35427135678
14701,43508.984615384616
14706,64311.07142857143
14709,47196.969696969696
14710,53531.9018404908
14711,45240.0
14712,75898.05194805194
14714,50511.76470588235
14715,42587.61061946903
14716,41448.42105263158
14717,42781.25
14718,50040.0
14719,45493.150684931505
14723,47667.27272727273
14724,50493.203883495145
14726,36960.9756097561
14727,54198.260869565216
14728,57031.11111111111
14729,47605.0
14731,74128.94736842105
14733,43081.564245810056
14735,45085.436893203885
14736,56638.46153846154
14737,45459.88372093023
14738,48754.87804878049
14739,39023.21428571428
14740,47377.35849056604
14741,51595.65217391304
14743,45416.25
14744,49556.818181818184
14747,43954.63917525773
14748,41227.58620689655
14750,72698.73949579832
14753,37973.4693877551
14754,45985.18518518518
14755,44719.32773109244
14757,52811.18881118881
14760,50352.275522755226
14767,43711.11111111111
14769,42012.19512195122
14770,49506.06060606061
14772,49149.69696969697
14775,40500.0
14777,41590.0
14779,39638.983050847455
14781,42285.416666666664
14782,47033.333333333336
14784,42173.80952380953
14787,49286.36363636364
14801,46294.59459459459
14802,66128.94736842105
14803,54738.88888888889
14804,53879.032258064515
14805,54641.17647058824
14806,50718.36734693877
14807,53350.73529411765
14808,37011.11111111111
14809,46007.40740740741
14810,45922.70916334661
14812,50106.08108108108
14813,46366.01941747573
14814,76578.43137254902
14815,55335.71428571428
14816,51363.63636363636
14817,53603.875968992244
14818,61655.555555555555
14819,36427.58620689655
14820,47225.92592592593
14821,52107.28476821192
14822,43891.48936170213
14823,51059.25925925926
14824,44830.30303030303
14825,45105.1282051282
14826,49542.69662921348
14830,75540.94736842105
14836,56320.0
14837,49062.21198156682
14838,49811.23595505618
14839,43306.666666666664
14840,70872.66666666667
14841,73637.20930232559
14842,54677.77777777778
14843,48995.9219858156
14845,70492.51231527094
14846,45633.333333333336
14847,53076.576576576575
14850,84020.70175438597
14853,36522.22222222222
14855,40342.10526315789
14858,55509.72222222222
14859,46082.692307692305
14860,50491.836734693876
14861,45898.360655737706
14864,42827.77777777778
14865,50786.95652173913
14867,49037.40740740741
14869,50400.0
14870,84962.22222222222
14871,64852.380952380954
14872,44800.0
14873,45319.41747572816
14874,42954.545454545456
14877,47590.0
14878,44280.645161290326
14879,45695.833333333336
14880,46608.9552238806
14881,50976.92307692308
14882,75069.27083333333
14883,50444.21052631579
14884,45941.17647058824
14885,40732.142857142855
14886,67173.49397590362
14889,47068.115942028984
14891,50933.81642512077
14892,48877.28531855956
14894,45809.230769230766
14895,55211.08312342569
14897,45468.57142857143
14898,42751.666666666664
14901,38138.857142857145
14903,65290.88397790055
14904,37688.0
14905,68344.13145539907
